Price,QQQ,SPY,Bucket_Return
Ticker,,,
Date,,,
2025-04-29,,,
2025-04-30,-0.00012620020782727615,0.00039681266878188737,0.0001353062304773056
2025-05-01,0.0130608225693285,0.007086803603094882,0.010073813086211691
2025-05-02,0.01484384146612805,0.014844130768165265,0.014843986117146657
2025-05-05,-0.005932567714046821,-0.00573418616503818,-0.005833376939542501
2025-05-06,-0.009301758504267066,-0.008358430352621848,-0.008830094428444457
2025-05-07,0.003926019308544415,0.00420554784974847,0.0040657835791464425
2025-05-08,0.010324871306324424,0.006967790512363292,0.008646330909343858
2025-05-09,-0.0006553954064041356,-0.0012742246627532872,-0.0009648100345787114
2025-05-12,0.04074028315361189,0.03304740194942668,0.036893842551519285
2025-05-13,0.015240745055858929,0.006603941016484205,0.010922343036171567
2025-05-14,0.005993051999379162,0.0012780596636838837,0.003635555831531523
2025-05-15,0.001098956062686618,0.00488444746329697,0.002991701762991794
2025-05-16,0.004352493636323507,0.006333868474471371,0.005343181055397439
2025-05-19,0.0009588086264786799,0.001093918100038005,0.0010263633632583424
2025-05-20,-0.003333288687402569,-0.003362231831992357,-0.003347760259697463
2025-05-21,-0.01389684102744737,-0.01685069102724135,-0.01537376602734436
2025-05-22,0.0018713340116629507,0.00039475299446145584,0.0011330435030622032
2025-05-23,-0.009260799926307794,-0.006825992046224361,-0.008043395986266078
2025-05-27,0.023525337501045573,0.0207906699378142,0.022158003719429886
2025-05-28,-0.004432059560404045,-0.005785310649501829,-0.005108685104952937
2025-05-29,0.0019658744152193375,0.003947277340796251,0.0029565758780077944
2025-05-30,-0.0015772340403696905,-0.0011184568183596477,-0.0013478454293646691
2025-06-02,0.007898155604452173,0.005632901726823958,0.006765528665638065
2025-06-03,0.007817039521489821,0.0057025903821517065,0.006759814951820764
2025-06-04,0.002787965943315207,-0.0002683402981673577,0.0012598128225739247
2025-06-05,-0.0075269937167377066,-0.004832872149647116,-0.006179932933192411
2025-06-06,0.009775333856663515,0.010269083956155445,0.01002220890640948
2025-06-09,0.0014719249811292467,0.0009012827952770142,0.0011866038882031305
2025-06-10,0.006613927210397552,0.00566966408521985,0.006141795647808701
2025-06-11,-0.003369560413003625,-0.0028521190306726174,-0.003110839721838121
2025-06-12,0.0023477750508726913,0.003974431822556523,0.0031611034367146074
2025-06-13,-0.012554580510692248,-0.011180165505591644,-0.011867373008141946
2025-06-16,0.013909831841346865,0.00951419647871532,0.011712014160031092
2025-06-17,-0.009751207551185304,-0.008545134970438073,-0.009148171260811688
2025-06-18,-0.00017028547449837728,-0.00015063576973428638,-0.00016046062211633183
2025-06-20,-0.004083025814642927,-0.002348536060589046,-0.0032157809376159863
2025-06-23,0.010282416632169111,0.009877480504495662,0.010079948568332386
2025-06-24,0.015291997423467318,0.011047311555559824,0.013169654489513571
2025-06-25,0.0025564521959329234,0.0005602631319470142,0.0015583576639399688
2025-06-26,0.009350246401112816,0.007823779874487347,0.008587013137800081
2025-06-27,0.0034237833327350753,0.0049684323619594295,0.004196107847347252
2025-06-30,0.006476922686576625,0.004781205589738269,0.005629064138157447
2025-07-01,-0.008429326500110967,-0.0003236793082248557,-0.0043765029041679115
2025-07-02,0.006965155518740662,0.0045332765158159205,0.005749216017278291
2025-07-03,0.009840371192228359,0.007881385954874975,0.008860878573551667
2025-07-07,-0.007532880770139472,-0.0074520170832973465,-0.007492448926718409
2025-07-08,0.0005615358382493607,-0.0005477162177452977,6.909810252031523e-06
2025-07-09,0.007078922824501843,0.005996626767211355,0.006537774795856599
2025-07-10,-0.0014381239409970714,0.0028203102183428364,0.0006910931386728825
2025-07-11,-0.0022505116729369945,-0.0035154238705955576,-0.002882967771766276
2025-07-14,0.003626958813108594,0.0019082159291465839,0.002767587371127589
2025-07-15,0.0009167073914724266,-0.004273265144196681,-0.001678278876362127
2025-07-16,0.0010239276654802065,0.0033431911185151097,0.002183559391997658
2025-07-17,0.008092791568432123,0.006119689977517551,0.007106240772974837
2025-07-18,-0.0009612364892568337,-0.0007325109099923788,-0.0008468736996246062
2025-07-21,0.00518475626428172,0.001896273431369222,0.003540514847825471
2025-07-22,-0.005175821567338423,0.0001431211632245688,-0.0025163502020569273
2025-07-23,0.004561370456653391,0.008507541122114937,0.006534455789384164
2025-07-24,0.0021283693114093616,0.00033095546843742163,0.0012296623899233916
2025-07-25,0.0024070577535559856,0.004224350050175074,0.00331570390186553
2025-07-28,0.003125014196743381,-0.0002510035553040524,0.0014370053207196642
2025-07-29,-0.001548851414103325,-0.0026376486020820433,-0.002093250008092684
2025-07-30,0.0013399059679111147,-0.001259331011043141,4.0287478433986834e-05
2025-07-31,-0.00529917346957709,-0.0037512265266995692,-0.0045251999981383295
2025-08-01,-0.01969873178415671,-0.016390369519761472,-0.01804455065195909
2025-08-04,0.01845142441837644,0.01519971367995021,0.016825569049163325
2025-08-05,-0.006789406020098587,-0.005069869050569054,-0.00592963753533382
2025-08-06,0.012583230778398846,0.007659581475386812,0.010121406126892829
2025-08-07,0.0033843434297078367,-0.0008376240775045396,0.0012733596761016486
2025-08-08,0.009328098394240314,0.007797670813968871,0.008562884604104593
2025-08-11,-0.0029588631653203468,-0.001977539647394999,-0.002468201406357673
2025-08-12,0.012568801217258008,0.010646017662282237,0.011607409439770122
2025-08-13,0.0004999798804039557,0.0034230516829947266,0.001961515781699341
2025-08-14,-0.000775352141296759,9.315635788809118e-05,-0.0003410978917043339
2025-08-15,-0.004397317914971555,-0.002341289856780615,-0.003369303885876085
2025-08-18,-0.00039855070157024386,-0.00021763143719111255,-0.0003080910693806782
2025-08-19,-0.013567484997967227,-0.005425130066677664,-0.009496307532322446
2025-08-20,-0.005937425982603939,-0.0026569874257286186,-0.004297206704166279
2025-08-21,-0.004629655189958615,-0.004011918361787603,-0.004320786775873109
2025-08-22,0.01542735935581585,0.015356692851615561,0.015392026103715706
2025-08-25,-0.0028848106482866065,-0.00440087174231707,-0.003642841195301838
2025-08-26,0.0040153373620261945,0.004186844335539952,0.004101090848783073
2025-08-27,0.0015368674330140664,0.002278608906543411,0.0019077381697787388
2025-08-28,0.006259921164795568,0.003541362732142783,0.0049006419484691754
2025-08-29,-0.011575387044938212,-0.0059636816039791984,-0.008769534324458705
2025-09-02,-0.008380319673946368,-0.007410295555874247,-0.007895307614910307
2025-09-03,0.007867681797376624,0.0054195597134076845,0.0066436207553921545
2025-09-04,0.00905133805635927,0.008357360441814565,0.008704349249086918
2025-09-05,0.001442963791609131,-0.002896148488535144,-0.0007265923484630066
2025-09-08,0.004877887445522866,0.002456541908713472,0.003667214677118169
2025-09-09,0.0028332800126658064,0.0023119206976098816,0.002572600355137844
2025-09-10,0.0003272515481658189,0.0028908542790047065,0.0016090529135852627
